domain,sld,len,score,dict_hits_edge,full_segmentation,dict_bonus,single_bonus,suffix_bonus,tech_bonus,nature_bonus,values_bonus,compound_bonus,misspelling,len_penalty,price_usd,bid_count,end_date,permalink
nixtap.com,nixtap,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/5NsZYvZV4MJhNsw6Y7Y4uE/
plimay.com,plimay,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/8Rm53nr5E5CLYfdhcsU1yi/
ceoaca.com,ceoaca,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/uV2Bec4DjB2tREPWC4bgGT/
hydark.com,hydark,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/ujNCgxpmJaKS7Dg3yzyNTd/
erohay.com,erohay,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/agGvyreMrFU7wMiZnizuwQ/
otjlog.com,otjlog,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/tTpRtaEysDCbCgGed5VwJ8/
areanz.com,areanz,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/57sL8A8DJCdwmxvYVkoAu8/
repwho.com,repwho,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/o2Thv6deSCd1m9eFyd34Kx/
ocytap.com,ocytap,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-30T15:00:00.000Z,https://www.namecheap.com/market/sale/4CttGFuNY659pMWtME52ff/
furmox.com,furmox,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/jxwjUjWTr1pzgUZNri7jkD/
brumap.com,brumap,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/ro1ouvazMNBhEVZfcKpsJL/
kxeear.com,kxeear,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/6YkSXirLaBetdq3r666Lr3/
shemup.com,shemup,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/7VJZfnuAHTN5XKyVPZHjce/
yesuri.com,yesuri,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/poTiqwqsJPmx6nN36st4ae/
aalbit.com,aalbit,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/osmQX8fg7MY3JrwKZP4Dvg/
kashot.com,kashot,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/4tTSG9d72jbiYDJM3zrXuA/
furlio.com,furlio,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/8RrLJfJKvmCLUCr7TPpRoj/
damkal.com,damkal,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/jyEr7nmK8PYabnBXpHPUMj/
bautea.com,bautea,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/vdqKQidZX5Ay2Zd97ardW7/
viajkg.com,viajkg,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/8EHXNrPTgrjtzsbSyTKhkG/
clbaby.com,clbaby,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/8hueuoA1kMtR76HUjgGVKo/
bitfdi.com,bitfdi,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/qjw7DgrMuNYFKtr7LWTXyf/
bitfde.com,bitfde,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/bAdmvLJhrnXxmde9AXKNPw/
pprate.com,pprate,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/t1YeCRdfNaWWryLeHZaTBC/
leadoe.com,leadoe,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/kXPk7dxWn4YPeutUNzfwzW/
sksilk.com,sksilk,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/fDWa67ruknSNMs6eLzQ3YH/
ausyet.com,ausyet,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/fLkcjfY1fPuhgcdBh4eKA8/
sadfho.com,sadfho,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/r9z1qC2Hud2oe6XXnWk2GR/
mipoke.com,mipoke,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-29T15:00:00.000Z,https://www.namecheap.com/market/sale/fq2DQHmYHUqe5EyxCno1f2/
baniey.com,baniey,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/a58XmPDX9tNkiwid8aA7EV/
javyes.com,javyes,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/hNyX9H2cCyQMWUGLN9kBne/
jwuice.com,jwuice,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/e49krBT6iqKioEBoKvK8Hs/
mostaw.com,mostaw,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/dgPcX6gNBDGLrGVunoEfbK/
artemr.com,artemr,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/icEjvwm3A87bjh8bn11w5Q/
catpoe.com,catpoe,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/13aiDaA44SWdta27NKnQXQ/
netosu.com,netosu,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/5deddfNqufqzQxHTQJXqTP/
getyar.com,getyar,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/ckUABnEvcQKjS7i6Zf9gsk/
akaego.com,akaego,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/7otkuWYgjtVQmZtiQnVgvM/
patglo.com,patglo,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/s1BCGHp4BpgTQ5ATp5VbNR/
slowas.com,slowas,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/dVBjywkRQDFvGq41fC8GE9/
sornew.com,sornew,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/rS7q9ZsUYXHLCDHgXRY3tQ/
pnfilm.com,pnfilm,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/mQ2nCSG4noqCwHaZPURbn6/
nsfilm.com,nsfilm,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/gSHNJ4T4a2dKF5pvqxfCyi/
bagtom.com,bagtom,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/v7PKzuwaBz5gUcWtbuVm4T/
uikbit.com,uikbit,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/5uD8wEsrbNC9BMygfXLkYH/
bitwid.com,bitwid,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/hJRDxCY8wYETYv3Yn6JVyd/
bitfiz.com,bitfiz,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/fHqBVZVx6GvAhs436tTUUm/
akgtop.com,akgtop,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/2W1SMbDaoNAR3rpWkn6ETY/
menuwu.com,menuwu,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-28T15:00:00.000Z,https://www.namecheap.com/market/sale/ojwCjDiNwexigmSgdjse9m/
qulock.com,qulock,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/cTVg87pzqsy9ZLZoDn4sCm/
wpdisc.com,wpdisc,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/reMPUqGbQuKLJ34Bhw9Aw2/
typend.com,typend,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/gZnGxtAWRamR4jvmkpReA6/
xglens.com,xglens,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/cdL5Tppc9Y8d9FE72t2WXB/
eyesdi.com,eyesdi,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/jLMbSXM26Xp21SJ9taeqpD/
koxera.com,koxera,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/q91oLRNYxK2xRfoUsiC2Ng/
ouisea.com,ouisea,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/sPHhE1ngXttF9AABfvVHew/
mzanet.com,mzanet,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/fyTCVgzJTPzQrefaJbHd9p/
godyod.com,godyod,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/dyfgCkNHSJQv1mjCignyT2/
bitsov.com,bitsov,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/23ejQUkrBYaKPDQ8mLL4YL/
uruwow.com,uruwow,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/tuNLrHBfb8naDBXmgXJh9g/
yekwin.com,yekwin,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/kikiBVSkucdG2286AcVXv7/
ugsign.com,ugsign,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/ikEbGu9GKgTE7jTgwKaeC6/
mqwave.com,mqwave,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-27T15:00:00.000Z,https://www.namecheap.com/market/sale/u7oqnYRBGCEZWE4QoQ1U7a/
bagvic.com,bagvic,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/2ncYieA6bC5xkH9k8vwawF/
nmpack.com,nmpack,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/ijemtLaHeLLxQR1oAJnDEN/
lidhje.com,lidhje,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/42pfxmraeq4sLSSkTPVqXL/
noxjob.com,noxjob,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/xB96KCEf6CZrbBbysUEur2/
ybench.com,ybench,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/s5prPrP21xACA3CGMdT6aZ/
typetk.com,typetk,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/eeqSDYuN7jXBvdxyNA6V84/
elsefm.com,elsefm,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/jQcDMeiszpkAouHaVBq9rL/
walkox.com,walkox,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/qzU4nDbm689pd1GNuNrxPv/
unybit.com,unybit,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/b2cPRLSJXY4mzFvFQWQwmu/
odybit.com,odybit,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/7LKSEDiFGMX5VrFh8oQTiM/
wbpose.com,wbpose,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/tViLVQC99XDmkKNcweecGd/
acmten.com,acmten,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/gYZf9aeGxrugHeMuVtxm1j/
imtvan.com,imtvan,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/kT8XP7vGNNQ338zrFd9R9F/
sayamt.com,sayamt,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/pq9giafYD4H59puXDoV27C/
wumtap.com,wumtap,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/2bY3WYxwdcDb1N53oo4eGz/
jwebee.com,jwebee,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/gTkP18deFSRVsif3Ep8eRj/
bumtax.com,bumtax,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/f6DHwTkeaBkvHErVEo7AQL/
formtu.com,formtu,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/tN4DxsjmsLkshCTBduLWDS/
vmtent.com,vmtent,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/eaefhruaucB9gfFXc3zkLS/
hescap.com,hescap,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-26T15:00:00.000Z,https://www.namecheap.com/market/sale/mt3NsPzEFB6roh8VJggVLh/
thfact.com,thfact,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-25T15:00:00.000Z,https://www.namecheap.com/market/sale/1kKaPFCKHvavzZLU2vLePg/
wuttop.com,wuttop,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-25T15:00:00.000Z,https://www.namecheap.com/market/sale/1xkZULvkw3EwgzJA4CisJ6/
hisawa.com,hisawa,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-25T15:00:00.000Z,https://www.namecheap.com/market/sale/x7kJ2m24j1Dfhg9RcCVqm1/
swanor.com,swanor,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-25T15:00:00.000Z,https://www.namecheap.com/market/sale/cTDhiu69EqbraTwwvJyR2J/
beamry.com,beamry,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-25T15:00:00.000Z,https://www.namecheap.com/market/sale/szNNDKubiaavzNKtNkSrYj/
pautap.com,pautap,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-25T15:00:00.000Z,https://www.namecheap.com/market/sale/gRYYd9j3vEKZrffhZBKuvn/
stopcz.com,stopcz,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-25T15:00:00.000Z,https://www.namecheap.com/market/sale/9g9keRPv5TjsHoVq5rAPyL/
edityb.com,edityb,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-25T15:00:00.000Z,https://www.namecheap.com/market/sale/2caJvycJ5Jn7j8bWG4c1Xd/
apkbay.com,apkbay,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-25T15:00:00.000Z,https://www.namecheap.com/market/sale/pZV5KZVHc4BSrvbJY68Qh4/
semess.com,semess,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-25T15:00:00.000Z,https://www.namecheap.com/market/sale/iVyMmhrJMnZEKs1rLHj6uB/
fumkey.com,fumkey,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-25T15:00:00.000Z,https://www.namecheap.com/market/sale/sKx2mFt9mt9kmasDcSBj1G/
bjjand.com,bjjand,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-25T15:00:00.000Z,https://www.namecheap.com/market/sale/bzBhSkRxwoFzbLNkcNXbHY/
rorvia.com,rorvia,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-25T15:00:00.000Z,https://www.namecheap.com/market/sale/1ZTPke4Kw584WzeA4BjRD6/
caplaa.com,caplaa,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-24T15:00:00.000Z,https://www.namecheap.com/market/sale/fqnmz1TdR1dHvb6prr2L4o/
sheinm.com,sheinm,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-24T15:00:00.000Z,https://www.namecheap.com/market/sale/hARMab4hsiNsZK6dfmwAz8/
lamgod.com,lamgod,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-24T15:00:00.000Z,https://www.namecheap.com/market/sale/jgkx8kPGxpy2pq9zuFkw3u/
protfa.com,protfa,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-24T15:00:00.000Z,https://www.namecheap.com/market/sale/nTwyC6fNN9Zz9aNvomW8mq/
wrapti.com,wrapti,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-24T15:00:00.000Z,https://www.namecheap.com/market/sale/4SPZA4u3k6eteLn67DMAaN/
endosl.com,endosl,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-24T15:00:00.000Z,https://www.namecheap.com/market/sale/9RHjGfp9uciJddoh8creHt/
uccbuy.com,uccbuy,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-24T15:00:00.000Z,https://www.namecheap.com/market/sale/qbJR5UQC53st6nJ1QHVqaV/
rhavan.com,rhavan,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-23T15:00:00.000Z,https://www.namecheap.com/market/sale/jys2qqZPLs5CPC28yGsZDr/
qixweb.com,qixweb,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-23T15:00:00.000Z,https://www.namecheap.com/market/sale/qBoDbLS4fcUpQmuc1r5tct/
ozcopy.com,ozcopy,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-23T15:00:00.000Z,https://www.namecheap.com/market/sale/u8x7RnATT6ZP4acBrNvbGo/
anulip.com,anulip,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-23T15:00:00.000Z,https://www.namecheap.com/market/sale/d9Byjf3dA6YCEHR7UF9Gy1/
beclid.com,beclid,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-22T15:00:00.000Z,https://www.namecheap.com/market/sale/9Qu4aeUyucmC9hWMVivTDK/
foldox.com,foldox,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-22T15:00:00.000Z,https://www.namecheap.com/market/sale/esvUdLrxbCrPx6tdsCUGma/
buyood.com,buyood,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-22T15:00:00.000Z,https://www.namecheap.com/market/sale/fdK8SNjdSLG2zfUh9EcRAb/
itapit.com,itapit,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-22T15:00:00.000Z,https://www.namecheap.com/market/sale/tcUetH6cSAuhSunsA5NQPQ/
ratepa.com,ratepa,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-22T15:00:00.000Z,https://www.namecheap.com/market/sale/dTiWBS1jDEUPFfr3BKP23z/
phrown.com,phrown,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-22T15:00:00.000Z,https://www.namecheap.com/market/sale/tZXFbaCAKCww5jN3TwnDUf/
porkut.com,porkut,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-21T15:00:00.000Z,https://www.namecheap.com/market/sale/psYku2GXujvcvwkARW8Qpo/
dotkke.com,dotkke,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-21T15:00:00.000Z,https://www.namecheap.com/market/sale/ePgeA9KY4w5YiiW1Fc6EdQ/
handpo.com,handpo,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-21T15:00:00.000Z,https://www.namecheap.com/market/sale/4GUJ8ENqBC38zg3LQGcwjN/
citjet.com,citjet,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/7S8QnriZpbuj3ytFKG2Q8C/
joycri.com,joycri,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/wSjsrNwQ22hCBptHyhwvFu/
yeahya.com,yeahya,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/5W1NwaByU49kF1HH7RMCR6/
tralap.com,tralap,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/rx4wjjr8LzXddBUXcBEDDc/
fnrash.com,fnrash,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/qzLQmia7DSWbZs9zNCcH5y/
feeked.com,feeked,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/erpDNn5PqTqkP2PBMHtM7a/
aubrid.com,aubrid,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/3TqakdLr6aLfdUc8o7Spxe/
hwwire.com,hwwire,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/6Gy9zkUWMoawdrwEKVFqTN/
wetgiw.com,wetgiw,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/8rpHE5R4fpWbB8D1fjbNiq/
mozday.com,mozday,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/opHyfzAbab5dRPrNCgqqDL/
jobhue.com,jobhue,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/wSf1zNvNs6BjXPumrnHP1Q/
nownax.com,nownax,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/kJZDZ6hab7JVBuSQcY5Hxg/
niupot.com,niupot,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/uKeZwmqrMMxZUhJm1xScY2/
bebwin.com,bebwin,6,8,True,False,5,3,0,0,0,0,0,0,0,15,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/oJE713Y2iSsczagdfXRe76/
webobj.com,webobj,6,8,True,False,5,3,0,0,0,0,0,0,0,5,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/i1VS19rT7gTm392h5rf4H2/
leapoh.com,leapoh,6,8,True,False,5,3,0,0,0,0,0,0,0,5,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/9YNyVNEcgzmdb5fRVqFCua/
poisky.com,poisky,6,8,True,False,5,3,0,0,0,0,0,0,0,5,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/8mNQmGQypZ7z3RtUBdzSZ4/
iusale.com,iusale,6,8,True,False,5,3,0,0,0,0,0,0,0,5,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/ebhrFZ16yzszifSi6G5eZt/
outchu.com,outchu,6,8,True,False,5,3,0,0,0,0,0,0,0,5,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/5k3oZogLF4LkfrBpEsVuid/
buyfus.com,buyfus,6,8,True,False,5,3,0,0,0,0,0,0,0,5,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/dDT9ehZGA2mUiHJV67bUKG/
etcalr.com,etcalr,6,8,True,False,5,3,0,0,0,0,0,0,0,5,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/di8j3QzshoxvVfuq713JSy/
apketc.com,apketc,6,8,True,False,5,3,0,0,0,0,0,0,0,5,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/oLUoeskaBxnvqQWpLdiRFG/
howina.com,howina,6,8,True,False,5,3,0,0,0,0,0,0,0,5,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/qARFNkuF41hnDNX8KrzQLz/
petiqa.com,petiqa,6,8,True,False,5,3,0,0,0,0,0,0,0,5,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/hSeZztGsFPgLs8bsmVYRwq/
wigrin.com,wigrin,6,8,True,False,5,3,0,0,0,0,0,0,0,5,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/o4DJ4pZxVy84eQQDFkySRa/
rcmits.com,rcmits,6,8,True,False,5,3,0,0,0,0,0,0,0,5,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/rSibUmkGmoNcafqQuj4igr/
tourom.com,tourom,6,8,True,False,5,3,0,0,0,0,0,0,0,5,0,2025-10-20T15:00:00.000Z,https://www.namecheap.com/market/sale/dmX5F9Rz9ptLkSPYMhLMtu/
